timestamp,alpha0,beta0,gamma0,delta0,theta0,alpha1,beta1,gamma1,delta1,theta1,alpha2,beta2,gamma2,delta2,theta2,alpha3,beta3,gamma3,delta3,theta3,concentration
1543421755,2.2085111817519,1.69789274855722,0.756087542736353,3.11082870166439,2.41399012576678,1.25446979808004,0.909717719280047,0.443059429762225,0.839466848894807,1.11346055665844,1.86607894249215,1.211065603052,0.707037373758874,1.75346931275898,1.78070213637926,1.39163499167824,2.06398911164016,1.56798507404983,3.00574039278397,7.37986794640548,3
1543421756,2.31691566889305,1.5042510933185,1.00788185204945,4.6169320428046,6.84077740345919,0.862244597630664,0.728537879048935,0.383031291708737,1.23824797676446,1.9487092880508,1.3640176645517,0.865009127442986,0.402706422417887,0.796064574590506,0.84628263583458,3.15141038713036,1.41367661479684,1.34925094055656,9.8714536336909,8.89077100485027,3
1543421756,8.53010322589924,2.05664956395952,1.30321066901151,8.62782793510016,6.42027103227752,1.81253872415191,1.19046878365945,0.536158516524949,3.39077237461716,1.06274906280867,1.38928878140768,1.54189645851336,0.660177291941221,1.92006665493254,2.41659986267579,5.28993011130252,1.77120148536532,1.28128210399493,9.73022634143793,8.69828233696634,3
1543421757,8.16607088352182,2.02901750517863,1.15644284099812,3.18212364235228,4.38922938148679,6.30082878497,1.11140436112858,0.331081483573034,3.23248263006424,2.8260419490291,2.79837577417675,1.3706114545459,0.363257437390511,4.44487287706149,3.34255270756306,5.23056029082431,2.86350635619035,1.38809211091625,10.0800294243206,7.64970919350378,3
1543421757,2.86148196422217,2.36279965868036,0.899916385346345,6.01604219554389,6.39388692549749,3.10346890991883,1.67711825944835,0.468773475107889,5.87509770525962,7.0510083357363,4.03471664918147,1.852289815405,0.69984206774675,7.18013738531209,7.6102738074572,2.40556798489387,2.45529939075293,1.45347838170832,5.00478732769783,7.49988537004428,3
1543421758,5.04735550578192,2.03512893381001,1.16070199969165,7.89385519593493,7.44319249416192,1.89287349142519,1.0308529968378,0.304961208598339,3.25470068420425,3.21302178722376,2.61792053526862,1.08553693146774,0.487817034922374,1.37040723475223,3.20281726245344,3.38608474120623,2.68349420537838,1.49871404496774,14.7586364900397,10.8313442280391,3
1543421758,3.95113289982579,2.07534257428733,1.0443991599392,4.79462658436505,10.562294768788,3.73923176462034,1.32457052500792,0.622185251015763,4.56656839186097,4.99766297211775,1.51253490140285,0.952987221991923,0.421524733503411,2.32086987884143,1.40808497951514,7.05656091453397,2.34240869364588,1.65914109366478,8.9834453178751,4.24228287073201,3
1543421759,5.37303499743009,2.94406896787359,1.13255182186295,5.95765747682454,3.22933751293468,1.91846058176566,0.807015948360909,0.297549894841015,1.26781229613472,2.5434466163395,0.874181295894927,1.07680765157461,0.474913024905761,1.12345468139374,1.60874433874205,4.81611080436667,1.84048922888382,1.22159718490375,5.38233391556466,10.1772753076778,3
1543421759,5.59801476946637,1.68886257057726,1.04485781976415,5.30084990972163,4.89259827765008,1.53576889937549,1.04332258627487,0.405024949945008,1.61197618972999,1.51277920373483,1.91552284883557,0.767423644417785,0.484639564064841,3.74898225866827,3.60649950507305,5.93864797271613,1.8028141944505,1.34753422127407,8.36440878987861,11.1008024846302,3
1543421760,3.7996464840103,1.76561124153042,0.908758789328405,4.80910399603766,8.2316068082927,1.48881668486736,0.85539673049021,0.337212574207554,2.64718399334461,1.41743459269555,1.66983152539097,0.911455515096784,0.379760958565633,2.49338285997291,2.34895342131335,3.17908828644125,1.61999964801451,1.26655268442614,11.2779444624285,10.432353912446,3
1543421760,2.73829923262428,1.94941400686508,1.18086425773546,8.12228418083312,11.8050518926714,1.39734907352983,0.829191352261356,0.287272620153842,2.28369309087165,1.65971023316351,1.14579672944073,0.631329198059792,0.326364640788041,3.77324105996334,3.41090574611019,5.75098706921359,1.81796065543673,1.27423514093193,5.90963247878129,8.45555748505084,3
1543421761,2.54778924755059,2.36381596345869,1.05288209002337,7.73953032130122,3.96062655267625,1.20882716280199,0.774451990702181,0.317971214587412,2.15411336328791,2.18102146665918,1.48905379339022,0.916044834298904,0.461200174932453,1.14118051207506,0.91193846339361,2.14233552123043,1.83836549601512,1.37620608539546,3.80667827589323,7.78764510693012,3
1543421761,4.4056383175445,1.23587133354919,1.10678903866493,4.41526742922115,6.27018328889988,1.36699061298774,0.837653683387634,0.334091663297539,1.32638875562262,1.1114586493224,2.20496791199306,0.702954734638999,0.498646262085931,2.42830877745299,2.20220788794776,4.25771288824478,1.6370935553502,1.38471141610899,8.71036579559105,6.96426589988818,3
1543421762,2.47915140420348,1.65837916733283,1.16646948301296,10.9856639995122,8.54678261083432,0.700287310702207,0.746324383599513,0.347299549119552,1.57311495216362,1.15893527489136,0.929446732753388,0.802293271622555,0.465221403788483,1.54482248635839,1.01589571137838,4.0018725960957,1.72448594780495,1.24693289093869,8.47276248848864,8.03610779103491,3
1543421762,2.0014421358652,1.25632740106477,0.881296965407848,3.57369914336956,5.70096714130601,2.66098666128962,0.909163908094414,0.397912825244117,2.47445977232933,1.98966162016868,1.50506103905813,1.0799630045146,0.654765976203572,2.4002303839034,2.97653443842803,2.60439756827249,2.00908228934063,1.28293021898576,11.3599154594583,10.4404042231625,3
1543421763,4.44158319512783,1.88930667745784,1.07517590469045,2.7914049440763,5.9319518220147,1.41720274802078,1.0366620832679,0.40858260895389,2.25575367490382,1.74017469319807,1.24926501100438,1.30670792579048,0.52695779249287,2.11070661801869,2.37008223150412,4.32985502674742,2.03310705239086,1.46285890977155,9.60261471187111,9.61955506623737,3
1543421763,6.00721757944877,1.31032933265401,0.99644743183458,4.90073966611909,9.28323742281412,1.33189947689036,0.681431730819609,0.388200080973739,1.05394003223576,1.40863923033959,2.57091834411097,1.16098045370518,0.5519618451146,4.77005735047948,5.37594615921148,7.6855606786116,1.68917129183764,1.50514759485052,8.03271467144963,8.39254731587451,3
1543421764,4.24992315515991,1.78268394121815,1.10994833531431,8.11945932923474,7.59971180004856,4.55898486081897,1.43969500214998,0.748653024770037,7.13846665589097,4.20929677824808,3.49559919299471,1.20030272349652,0.673925705065233,4.72492060840866,3.58824771663385,3.94808200044102,1.5952983320793,1.4614548700076,8.43371248138407,8.26348053649464,3
1543421764,7.57197895105854,1.88795304512647,1.05248873297826,26.8532696374175,17.4819762673247,1.64104881744468,1.27690719799277,0.41882104681266,7.93819800609636,5.96675829502471,2.98640889201983,1.29119847999834,0.656165870103186,6.60826757754357,5.65397621895449,7.09533796082452,1.86118813135883,1.35164537106861,23.3089380554377,17.590837936995,3
1543421765,6.54526335038837,3.25026158090228,1.38269167832654,9.93702166253781,6.59124961012078,4.5772222723412,1.11530125843791,0.614846034764331,2.40265550354871,4.64979925264836,1.30432683317426,1.33895461648752,0.595232465460755,3.95998559525184,2.33662515220707,4.33766504615299,3.99735288925138,1.67735185556242,19.9839862349484,12.8502828610555,3
1543421765,5.23831813299431,2.44723350292499,1.12124763842906,10.1668921689624,10.4376416091853,1.78102289283394,1.06306247370314,0.349543360317708,3.33259583980919,2.6417987527022,2.34973087730892,1.40853677058764,1.00591146264343,0.820545819913188,1.46339885630817,3.7987853077565,1.34409873123371,1.26717980584542,10.3385075022397,9.34736345204939,3
1543421766,3.73129895072323,1.56847239814226,1.06907212062767,6.84291254002224,8.83843140087246,2.93520483741106,1.02645034003366,0.570066643662081,5.64911975516688,4.60938078862542,3.74470140618908,1.70936416312395,0.643131323493606,5.74247854846653,4.48212406201209,5.54680781311505,1.89948521508692,1.55577209569819,9.76975382798866,9.88615945942993,3
1543421766,3.7179333487326,2.81719156963726,1.13535448162697,8.12315925934182,7.1261024112732,1.18440836780025,0.585466484964551,0.323828505599141,1.10103204161504,0.976846250051582,1.71331087727102,1.0248755388064,0.547670798930597,2.12826937020236,1.28735646398935,2.49761643361295,2.31487655985635,1.30888768048149,6.17613920772223,7.33317311898646,3
1543421767,3.18541013865264,1.70808785851278,1.12601242215622,5.73875505710131,8.50807628208537,2.96794721940185,1.55205955618471,0.373654528017698,4.15505371479565,2.33529684045374,1.30006349597952,1.26349245083502,0.608417481456015,0.727802378309158,1.34427737424773,7.03593375336448,1.58931870039925,1.64368877003089,6.54590453718602,5.15605321866973,3
1543421767,2.77710982836958,1.37977922297895,0.923589170892349,6.63281393343683,5.11809188914636,3.55709899989422,1.56579302137365,0.65054748059284,8.74850155359861,7.72104574072903,4.73699695135495,1.84755291585895,0.747438288070882,10.3469436270374,7.36364444404317,4.25697868912608,1.31085768840407,1.43539324233271,10.5812173077446,6.4394843385345,3
